	isoniazid	rifampin	ethambutol	pyrazinamide	amikacin	capreomycin	ethionamide	kanamycin	ofloxacin	para_aminosalicylic_acid	streptomycin	moxifloxacin	prothionamide	cycloserine	rifabutin	pyrazinamide_nicotinamide	nicotinamide
GCA_000705965.1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678015.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678055.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000705945.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678075.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000678115.1	1	1	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2
GCA_000678135.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000678155.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678175.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678195.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678215.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000678235.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678255.1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678275.1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678295.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678315.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678335.1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678355.1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678375.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000705925.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678415.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678435.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678455.1	1	1	0	2	2	2	2	1	0	2	1	2	2	2	2	2	2
GCA_000678475.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678495.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678515.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678535.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000678555.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678575.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000658855.1	1	1	0	2	2	2	2	1	0	2	1	2	2	2	2	2	2
GCA_000678595.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678615.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000678635.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678655.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678675.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000658875.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678715.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000659005.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678735.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678755.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678775.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000658905.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678795.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000658925.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678815.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678835.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000705905.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678855.1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678875.1	1	1	1	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000678895.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000678915.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000678935.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000678955.1	1	1	1	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000678975.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000679015.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000679035.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000679055.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000679075.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000679095.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000679115.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000679135.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000679155.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000679175.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000679195.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000679215.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000679235.1	1	1	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000679255.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000679275.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000679295.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000679315.1	1	1	1	2	2	2	2	1	0	2	1	2	2	2	2	2	2
GCA_000679355.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000679375.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000679415.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000679435.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000679455.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000679475.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000679495.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000679515.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000679535.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000679555.1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000679575.1	1	1	1	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000679595.1	1	1	1	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000679615.1	1	1	1	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000679635.1	1	1	0	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000679655.1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000679675.1	1	1	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000679715.1	1	1	0	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000679735.1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000679755.1	1	1	0	2	2	2	2	2	0	2	0	2	2	2	2	2	2
GCA_000679775.1	1	1	1	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000679795.1	1	1	0	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000679815.1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000665325.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000706065.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665425.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665745.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000673555.1	1	1	1	2	1	2	1	1	0	1	1	0	2	1	1	2	2
GCA_000669315.1	1	1	0	2	1	2	0	1	1	1	0	1	2	0	1	2	2
GCA_000673575.1	1	1	1	2	1	2	0	1	0	1	0	0	2	0	1	2	2
GCA_000673595.1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	2
GCA_000669335.1	1	1	1	2	1	2	1	1	0	1	0	1	2	0	0	2	2
GCA_000673635.1	1	1	1	2	0	2	0	1	0	0	1	1	2	0	1	2	2
GCA_000673655.1	1	1	1	2	0	2	1	0	0	1	0	1	2	0	1	2	2
GCA_000673675.1	1	1	1	2	1	2	1	1	1	1	0	1	2	0	1	2	2
GCA_000673695.1	1	1	0	2	1	2	1	1	1	1	1	1	2	0	0	2	2
GCA_000673715.1	1	1	0	2	1	2	1	1	1	1	1	1	2	0	1	2	2
GCA_000657935.1	1	1	0	2	1	2	1	1	1	1	0	0	2	0	1	2	2
GCA_000673735.1	1	1	0	2	1	2	1	1	0	1	0	0	2	0	1	2	2
GCA_000673755.1	1	1	1	2	0	2	1	0	1	0	0	0	2	0	0	2	2
GCA_000673775.1	1	1	1	2	0	2	1	0	1	0	1	0	2	0	0	2	2
GCA_000669395.1	1	1	0	2	1	2	1	1	1	1	0	0	2	0	0	2	2
GCA_000673795.1	1	1	1	2	1	2	1	1	1	0	1	0	2	0	0	2	2
GCA_000673815.1	1	1	0	2	1	2	1	1	1	1	0	0	2	0	0	2	2
GCA_000669415.1	1	1	1	2	0	2	1	0	1	0	0	0	2	0	0	2	2
GCA_000669435.1	1	1	0	2	0	2	1	0	1	1	0	1	2	1	1	2	2
GCA_000669455.1	1	1	1	2	0	2	1	0	1	1	1	1	2	1	1	2	2
GCA_000669475.1	1	1	1	2	1	2	1	1	1	1	0	1	2	1	1	2	2
GCA_000669495.1	1	1	1	2	1	2	1	1	1	1	0	1	2	0	1	2	2
GCA_000673855.1	1	1	1	2	1	2	1	1	0	1	1	0	2	0	1	2	2
GCA_000657955.1	1	1	1	2	1	2	1	1	1	1	0	0	2	0	1	2	2
GCA_000673935.1	1	1	0	2	0	2	0	0	0	0	0	0	2	0	0	2	2
GCA_000669535.1	1	1	0	2	1	2	0	1	1	1	0	1	2	0	0	2	2
GCA_000674095.1	1	1	0	2	0	2	0	0	0	0	0	0	2	1	0	2	2
GCA_000657995.1	1	1	0	2	1	2	1	1	1	1	0	0	2	0	1	2	2
GCA_000669555.1	1	1	1	2	1	2	1	1	1	1	0	1	2	1	1	2	2
GCA_000674115.1	1	1	1	2	1	2	1	1	0	0	1	0	2	1	1	2	2
GCA_000674135.1	1	1	1	2	0	2	1	0	1	0	0	1	2	0	1	2	2
GCA_000674155.1	1	1	1	2	1	2	0	1	0	1	0	0	2	1	0	2	2
GCA_000674175.1	1	1	1	2	1	2	1	1	1	1	1	1	2	0	1	2	2
GCA_000674195.1	1	0	1	2	1	2	1	1	1	1	1	1	2	0	1	2	2
GCA_000706505.1	1	1	1	2	1	2	1	1	1	1	0	1	2	0	1	2	2
GCA_000674235.1	1	1	1	2	1	2	1	1	0	1	1	1	2	0	0	2	2
GCA_000658015.1	1	1	1	2	1	2	1	1	0	1	0	1	2	0	1	2	2
GCA_000674255.1	1	1	1	2	1	2	1	1	0	1	0	0	2	0	1	2	2
GCA_000674275.1	1	1	1	2	0	2	1	0	1	1	0	1	2	0	0	2	2
GCA_000669595.1	1	1	0	2	0	2	1	0	1	1	0	1	2	0	1	2	2
GCA_000674375.1	1	1	0	2	0	2	1	0	1	1	0	1	2	0	1	2	2
GCA_000674395.1	1	1	0	2	0	2	0	0	0	1	0	0	2	0	1	2	2
GCA_000674415.1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	2
GCA_000674435.1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	2
GCA_000674455.1	1	1	1	2	0	2	0	0	0	0	0	0	2	0	1	2	2
GCA_000674475.1	1	1	1	2	1	2	1	1	1	1	0	1	2	0	1	2	2
GCA_000674515.1	1	1	1	2	1	2	1	1	1	1	0	1	2	1	1	2	2
GCA_000706485.1	1	1	0	2	0	2	1	0	1	1	0	1	2	0	1	2	2
GCA_000674535.1	1	1	1	2	0	2	1	0	1	1	1	1	2	1	1	2	2
GCA_000674555.1	1	1	1	2	1	2	1	1	1	1	1	1	2	0	1	2	2
GCA_000674575.1	1	1	1	2	1	2	1	1	1	1	0	1	2	0	1	2	2
GCA_000654395.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000654475.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000654575.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000654735.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000654815.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000654915.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000654995.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000662565.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000662585.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000662745.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000662805.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000662945.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000663085.1	1	0	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663125.1	1	0	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663145.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663205.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663225.1	1	0	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663245.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663385.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663425.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663625.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000663645.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000663925.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664005.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000664145.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664165.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664325.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000664505.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664545.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000664925.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664905.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664885.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664865.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664845.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000664825.1	1	1	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000665205.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000665765.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000666485.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000666525.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667025.1	1	0	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667045.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667065.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667085.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667105.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667125.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667145.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000667165.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667185.1	1	0	0	1	0	0	0	0	0	0	0	2	2	0	2	2	2
GCA_000667205.1	1	0	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000667265.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667285.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667305.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667345.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667385.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667405.1	1	1	1	0	0	0	0	0	0	0	1	2	2	0	2	2	2
GCA_000667425.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667465.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667485.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667505.1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000667545.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667565.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667585.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667605.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000667625.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667645.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667665.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667685.1	1	1	0	1	0	0	0	0	0	0	0	2	2	0	2	2	2
GCA_000706185.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667705.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667725.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000667745.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000706305.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000651075.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650915.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000651175.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000706265.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000706285.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650935.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000651255.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650215.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000651155.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000651275.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000651295.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650615.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000706325.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650875.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650795.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000706365.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650895.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650655.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650575.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000649815.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650715.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000651235.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650355.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650475.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650735.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650775.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650495.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650395.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000650415.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650455.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000649935.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000649955.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000706405.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000650435.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000649975.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650535.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000649795.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650195.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650155.1	1	0	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650295.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650135.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650315.1	1	0	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_000650075.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650255.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650095.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650035.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000649895.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000649875.1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000658215.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000650015.1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000657355.1	1	1	1	1	0	0	1	1	1	2	1	2	2	2	2	2	2
GCA_000657375.1	1	1	1	1	0	0	1	1	1	2	1	2	2	2	2	2	2
GCA_000657395.1	1	1	1	1	0	0	1	1	1	2	1	2	2	2	2	2	2
GCA_000657415.1	1	1	1	1	0	0	1	1	1	2	1	2	2	2	2	2	2
GCA_000657435.1	1	0	1	0	0	0	1	1	0	2	0	2	2	2	2	2	2
GCA_000657455.1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2
GCA_000657475.1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2
GCA_000657495.1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2
GCA_000657515.1	1	1	1	1	0	0	0	0	0	2	1	2	2	2	2	2	2
GCA_000711645.1	1	1	1	1	1	0	0	1	2	2	1	2	2	2	2	2	2
GCA_000657535.1	1	1	1	1	0	0	0	0	1	2	1	2	2	2	2	2	2
GCA_000657555.1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2
GCA_000657575.1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2
GCA_000705705.1	1	0	0	0	0	0	0	0	0	2	0	2	2	2	2	2	2
GCA_000657595.1	1	1	1	1	1	0	0	1	0	2	1	2	2	2	2	2	2
GCA_000657615.1	1	1	1	1	1	0	0	1	0	2	1	2	2	2	2	2	2
GCA_000657635.1	1	1	1	1	1	0	0	1	0	2	1	2	2	2	2	2	2
GCA_000657655.1	1	1	1	1	0	0	0	0	0	2	1	2	2	2	2	2	2
GCA_000657095.1	1	1	1	1	0	0	0	0	0	2	1	2	2	2	2	2	2
GCA_000657115.1	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000657135.1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2
GCA_000657155.1	1	1	1	1	0	0	0	0	1	2	1	2	2	2	2	2	2
GCA_000657175.1	1	1	1	1	0	0	0	0	1	2	1	2	2	2	2	2	2
GCA_000657195.1	1	1	1	1	0	0	0	0	1	2	1	2	2	2	2	2	2
GCA_000657215.1	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000657235.1	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000657255.1	1	1	1	1	0	0	0	0	0	2	1	2	2	2	2	2	2
GCA_000657275.1	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_000657295.1	1	1	1	1	1	0	0	1	0	2	1	2	2	2	2	2	2
GCA_000657315.1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2
GCA_000667865.1	1	1	0	2	2	2	0	2	1	0	1	2	2	2	2	2	2
GCA_000660125.1	1	0	0	2	2	2	1	2	1	0	0	2	2	2	2	2	2
GCA_000660145.1	1	0	0	2	2	2	0	2	1	1	0	2	2	2	2	2	2
GCA_000660165.1	1	1	1	2	2	2	0	2	1	0	0	2	2	2	2	2	2
GCA_000660185.1	1	0	0	2	2	2	0	2	1	0	0	2	2	2	2	2	2
GCA_000660025.1	1	1	0	2	2	2	0	2	1	0	0	2	2	2	2	2	2
GCA_000660045.1	1	1	0	2	2	2	0	2	1	0	0	2	2	2	2	2	2
GCA_000660065.1	1	0	1	2	2	2	0	2	1	0	0	2	2	2	2	2	2
GCA_000667885.1	1	1	0	2	2	2	0	2	1	1	0	2	2	2	2	2	2
GCA_000660085.1	1	1	0	2	2	2	0	2	1	1	0	2	2	2	2	2	2
GCA_000669855.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000669875.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000669895.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000669915.1	1	1	0	2	2	2	1	2	0	2	2	2	2	2	2	2	2
GCA_000669935.1	1	1	0	2	2	2	0	2	0	2	2	2	2	2	2	2	2
GCA_000669955.1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
