	cefixime	penicillin	azithromycin	ciprofloxacin	tetracycline	erythromycin
GCA_041990665.1	2	1	0	1	0	2
GCA_041995105.1	2	1	0	0	0	2
GCA_041983035.1	2	1	0	0	0	2
GCA_041985505.1	2	1	0	1	0	2
GCA_041989905.1	2	1	0	1	1	2
GCA_041992685.1	2	1	0	0	0	2
GCA_041995485.1	2	1	0	0	0	2
GCA_041990005.1	2	1	0	0	0	2
GCA_041989085.1	2	1	0	0	0	2
GCA_041993505.1	2	1	0	1	0	2
GCA_041995885.1	2	1	0	1	0	2
GCA_041995785.1	2	1	0	1	0	2
GCA_041991185.1	2	1	0	1	1	2
GCA_041990525.1	2	1	0	1	0	2
GCA_041990285.1	2	1	0	1	0	2
GCA_041986765.1	2	1	0	0	0	2
GCA_041990565.1	2	1	0	0	0	2
GCA_041994885.1	2	1	0	1	0	2
GCA_041995665.1	2	1	0	1	0	2
GCA_041988905.1	2	1	1	1	0	2
GCA_041988525.1	2	1	0	1	0	2
GCA_041995025.1	2	1	0	1	0	2
GCA_041993145.1	2	1	0	1	0	2
GCA_041985705.1	2	1	0	1	0	2
GCA_041994405.1	2	1	0	1	1	2
GCA_041991505.1	2	1	0	0	0	2
GCA_041992865.1	2	1	0	1	0	2
GCA_041992065.1	2	1	0	0	0	2
GCA_041985625.1	2	1	0	0	0	2
GCA_041995265.1	2	1	0	0	0	2
GCA_041993845.1	2	1	0	1	0	2
GCA_041982995.1	2	1	0	1	1	2
GCA_041992785.1	2	1	0	1	0	2
GCA_041994345.1	2	1	0	1	0	2
GCA_041983355.1	2	1	0	1	1	2
GCA_041994045.1	2	1	0	1	0	2
GCA_041990065.1	2	1	0	1	1	2
GCA_041992845.1	2	1	0	0	0	2
GCA_041994765.1	2	1	0	1	0	2
GCA_041986145.1	2	1	1	1	0	2
GCA_041990845.1	2	1	0	0	0	2
GCA_041989745.1	2	1	0	0	0	2
GCA_041988065.1	2	1	0	1	0	2
GCA_041983055.1	2	1	0	1	0	2
GCA_041994605.1	2	1	0	1	0	2
GCA_041995345.1	2	1	0	1	0	2
GCA_041994575.1	2	1	0	1	0	2
GCA_041988185.1	2	1	0	0	0	2
GCA_041988825.1	2	1	0	1	0	2
GCA_041994445.1	2	1	0	0	0	2
GCA_041989685.1	2	1	0	1	1	2
GCA_041988785.1	2	1	0	1	0	2
GCA_041990785.1	2	1	0	1	0	2
GCA_041987305.1	2	1	0	0	0	2
GCA_041988705.1	2	1	0	0	0	2
GCA_041994325.1	2	1	0	0	0	2
GCA_041986105.1	2	1	0	1	1	2
GCA_041988505.1	2	1	0	1	1	2
GCA_041991205.1	2	1	0	1	1	2
GCA_041983245.1	2	1	0	1	0	2
GCA_041987045.1	2	1	0	0	0	2
GCA_041989385.1	2	1	0	1	0	2
GCA_041985645.1	2	1	0	1	0	2
GCA_041994245.1	2	1	0	1	0	2
GCA_041991105.1	2	1	0	0	0	2
GCA_041994055.1	2	1	0	1	0	2
GCA_041988845.1	2	1	0	1	0	2
GCA_041983275.1	2	1	0	0	0	2
GCA_041995725.1	2	1	0	0	0	2
GCA_041982705.1	2	1	0	1	0	2
GCA_041986825.1	2	1	0	0	0	2
GCA_041987385.1	2	1	0	1	0	2
GCA_041990905.1	2	1	0	1	0	2
GCA_041994505.1	2	1	0	0	0	2
GCA_041994005.1	2	1	0	1	0	2
GCA_041996045.1	2	1	0	0	0	2
GCA_041985585.1	2	1	0	0	0	2
GCA_041988205.1	2	1	0	1	0	2
GCA_041982865.1	2	1	0	0	0	2
GCA_041991285.1	2	1	1	1	0	2
GCA_041989885.1	2	1	0	1	0	2
GCA_041994745.1	2	1	0	1	0	2
GCA_041992045.1	2	1	0	0	0	2
GCA_041988715.1	2	1	1	0	0	2
GCA_041995005.1	2	1	0	1	0	2
GCA_041989965.1	2	1	0	1	0	2
GCA_041986635.1	2	1	0	1	0	2
GCA_041989345.1	2	1	0	1	0	2
GCA_041990685.1	2	1	0	0	0	2
GCA_041992465.1	2	1	0	1	0	2
GCA_041986305.1	2	1	1	1	0	2
GCA_041982945.1	2	1	0	1	1	2
GCA_041982595.1	2	1	0	0	0	2
GCA_041991865.1	2	1	0	1	0	2
GCA_041995805.1	2	1	0	1	0	2
GCA_041990405.1	2	1	0	1	0	2
GCA_041990545.1	2	1	0	1	0	2
GCA_041993605.1	2	1	0	0	0	2
GCA_041991565.1	2	1	0	1	0	2
GCA_041993565.1	2	1	0	1	0	2
GCA_041988735.1	2	1	0	0	0	2
GCA_041993885.1	2	1	0	1	0	2
GCA_041982345.1	2	1	0	1	0	2
GCA_041991625.1	2	1	0	0	0	2
GCA_041988585.1	2	1	0	0	0	2
GCA_041994815.1	2	1	0	0	0	2
GCA_041994305.1	2	1	0	1	0	2
GCA_041992425.1	2	1	0	1	1	2
GCA_041994945.1	2	1	0	1	0	2
GCA_041993745.1	2	1	0	0	0	2
GCA_041994225.1	2	1	1	1	0	2
GCA_041994645.1	2	1	0	1	0	2
GCA_041994385.1	2	1	0	1	0	2
GCA_041991325.1	2	1	0	1	1	2
GCA_041986345.1	2	1	0	1	0	2
GCA_041990045.1	2	1	0	0	0	2
GCA_041995965.1	2	1	0	1	0	2
GCA_041992625.1	2	1	0	1	0	2
GCA_041993625.1	2	1	0	0	0	2
GCA_041993165.1	2	1	1	1	0	2
GCA_041970225.1	2	1	0	1	0	2
GCA_041978085.1	2	1	0	1	0	2
GCA_041967745.1	2	1	0	1	0	2
GCA_041981255.1	2	1	1	1	0	2
GCA_041981645.1	2	1	0	1	0	2
GCA_041981205.1	2	1	0	1	1	2
GCA_041968145.1	2	1	0	0	0	2
GCA_041978465.1	2	1	0	1	0	2
GCA_041980505.1	2	1	0	1	0	2
GCA_041967205.1	2	1	0	1	0	2
GCA_041969125.1	2	1	0	1	1	2
GCA_041969845.1	2	1	1	1	0	2
GCA_041979385.1	2	1	0	1	0	2
GCA_041980055.1	2	1	0	1	1	2
GCA_041969075.1	2	1	0	1	1	2
GCA_041969225.1	2	1	0	1	0	2
GCA_041979145.1	2	1	0	1	1	2
GCA_041979885.1	2	1	0	1	0	2
GCA_041979825.1	2	1	0	1	0	2
GCA_041979525.1	2	1	1	0	0	2
GCA_041978625.1	2	1	0	0	0	2
GCA_041968065.1	2	1	0	1	0	2
GCA_041978825.1	2	1	0	1	1	2
GCA_041968035.1	2	1	0	0	0	2
GCA_041970125.1	2	1	0	0	0	2
GCA_041967725.1	2	1	0	1	0	2
GCA_041966965.1	2	1	0	1	1	2
GCA_041969965.1	2	1	0	0	0	2
GCA_041968025.1	2	1	0	1	0	2
GCA_041979025.1	2	1	0	1	1	2
GCA_041967375.1	2	1	0	1	0	2
GCA_041967625.1	2	1	0	1	1	2
GCA_041969885.1	2	1	0	0	0	2
GCA_041979725.1	2	1	0	1	0	2
GCA_041979185.1	2	1	0	1	1	2
GCA_041979065.1	2	1	0	0	0	2
GCA_041967875.1	2	1	0	1	0	2
GCA_041980085.1	2	1	0	0	0	2
GCA_041968765.1	2	1	0	1	0	2
GCA_041966865.1	2	1	0	0	0	2
GCA_041980945.1	2	1	0	1	1	2
GCA_041980005.1	2	1	0	1	0	2
GCA_041967865.1	2	1	0	1	0	2
GCA_041980425.1	2	1	0	1	1	2
GCA_041981025.1	2	1	0	1	0	2
GCA_041979905.1	2	1	0	0	0	2
GCA_041980025.1	2	1	0	0	0	2
GCA_041970155.1	2	1	0	0	0	2
GCA_041979785.1	2	1	0	0	0	2
GCA_041970065.1	2	1	0	0	0	2
GCA_041980225.1	2	1	0	1	0	2
GCA_041980285.1	2	1	0	1	1	2
GCA_041979305.1	2	1	0	0	0	2
GCA_041967645.1	2	1	0	1	0	2
GCA_041967585.1	2	1	0	1	0	2
GCA_041979225.1	2	1	0	1	0	2
GCA_041968685.1	2	1	0	0	0	2
GCA_041981085.1	2	1	0	1	0	2
GCA_041981485.1	2	1	0	0	0	2
GCA_041978265.1	2	1	0	0	0	2
GCA_041980885.1	2	1	1	1	0	2
GCA_041968965.1	2	1	0	1	0	2
GCA_041968575.1	2	1	0	0	0	2
GCA_041979365.1	2	1	0	1	0	2
GCA_041968715.1	2	1	0	1	0	2
GCA_041979705.1	2	1	0	0	0	2
GCA_041979265.1	2	1	0	0	0	2
GCA_041967465.1	2	1	0	1	0	2
GCA_041978145.1	2	1	0	0	0	2
GCA_041979285.1	2	1	0	1	0	2
GCA_041978665.1	2	1	0	0	0	2
GCA_041970265.1	2	1	0	1	0	2
GCA_041979405.1	2	1	0	1	1	2
GCA_041978805.1	2	1	0	1	1	2
GCA_041969435.1	2	1	0	1	0	2
GCA_041968835.1	2	1	0	1	0	2
GCA_041970245.1	2	1	0	0	0	2
GCA_041967665.1	2	1	0	1	0	2
GCA_041968785.1	2	1	0	1	0	2
GCA_041968185.1	2	1	0	1	0	2
GCA_041970145.1	2	1	0	1	0	2
GCA_041967975.1	2	1	0	0	0	2
GCA_041970365.1	2	1	0	1	0	2
GCA_041967215.1	2	1	0	1	0	2
GCA_041981575.1	2	1	0	0	0	2
GCA_041968525.1	2	1	0	1	0	2
GCA_041970175.1	2	1	0	0	0	2
GCA_041969945.1	2	1	0	0	0	2
GCA_041967685.1	2	1	0	1	1	2
GCA_041966705.1	2	1	0	0	0	2
GCA_041970395.1	2	1	0	1	1	2
GCA_041967965.1	2	1	0	0	0	2
GCA_041968535.1	2	1	0	0	0	2
GCA_041978605.1	2	1	0	1	1	2
GCA_041969665.1	2	1	0	0	0	2
GCA_041981545.1	2	1	1	1	0	2
GCA_041967345.1	2	1	0	1	0	2
GCA_041968325.1	2	1	0	1	1	2
GCA_041965975.1	2	1	0	1	0	2
GCA_041963855.1	2	1	0	0	0	2
GCA_041964155.1	2	1	0	1	1	2
GCA_041963925.1	2	1	0	1	1	2
GCA_041961295.1	2	1	0	1	1	2
GCA_041964865.1	2	1	0	1	0	2
GCA_041964435.1	2	1	0	0	0	2
GCA_041960995.1	2	1	0	1	0	2
GCA_041963565.1	2	1	1	1	0	2
GCA_041962235.1	2	1	0	0	0	2
GCA_041964175.1	2	1	2	1	0	2
GCA_041963915.1	2	1	0	1	0	2
GCA_041962515.1	2	1	0	1	0	2
GCA_041964635.1	2	1	0	1	0	2
GCA_041965745.1	2	1	0	1	1	2
GCA_041962015.1	2	1	0	1	1	2
GCA_041960925.1	2	1	0	0	0	2
GCA_041965165.1	2	1	0	1	1	2
GCA_041964815.1	2	1	0	1	0	2
GCA_041961915.1	2	1	0	1	1	2
GCA_041965255.1	2	1	0	1	1	2
GCA_041961865.1	2	1	0	1	0	2
GCA_041963735.1	2	1	0	0	0	2
GCA_041964925.1	2	1	0	1	1	2
GCA_041961455.1	2	1	0	0	0	2
GCA_041962075.1	2	1	0	1	0	2
GCA_041961765.1	2	1	0	0	0	2
GCA_041963985.1	2	1	0	1	1	2
GCA_041966015.1	2	1	0	1	1	2
GCA_041960505.1	2	1	0	1	0	2
GCA_041964325.1	2	1	1	1	0	2
GCA_041965905.1	2	1	0	1	0	2
GCA_041961035.1	2	1	0	1	0	2
GCA_041960895.1	2	1	0	1	0	2
GCA_041962315.1	2	1	0	0	0	2
GCA_041963535.1	2	1	0	1	0	2
GCA_041961085.1	2	1	0	0	0	2
GCA_041960635.1	2	1	0	0	0	2
GCA_041965115.1	2	1	0	0	0	2
GCA_041966105.1	2	1	0	1	0	2
GCA_041961735.1	2	1	0	0	0	2
GCA_041965445.1	2	1	0	1	0	2
GCA_041963675.1	2	1	0	1	1	2
GCA_041960715.1	2	1	0	1	1	2
GCA_041964015.1	2	1	0	1	0	2
GCA_041962375.1	2	1	0	1	1	2
GCA_041962195.1	2	1	0	1	1	2
GCA_041964945.1	2	1	0	0	0	2
GCA_041962355.1	2	1	0	1	1	2
GCA_041963455.1	2	1	0	1	0	2
GCA_041961375.1	2	1	0	1	0	2
GCA_041961855.1	2	1	0	0	0	2
GCA_041961615.1	2	1	0	0	0	2
GCA_041961685.1	2	1	0	0	0	2
GCA_041963775.1	2	1	0	1	0	2
GCA_041965655.1	2	1	0	0	0	2
GCA_041965845.1	2	1	0	1	0	2
GCA_041962735.1	2	1	0	1	0	2
GCA_041962755.1	2	1	0	1	1	2
GCA_041966165.1	2	1	0	1	1	2
GCA_041962025.1	2	1	0	0	0	2
GCA_041962995.1	2	1	0	1	1	2
GCA_041964245.1	2	1	0	1	0	2
GCA_041962495.1	2	1	0	1	1	2
GCA_041960475.1	2	1	0	1	0	2
GCA_041962915.1	2	1	0	0	0	2
GCA_041962875.1	2	1	0	1	1	2
GCA_041960775.1	2	1	0	1	1	2
GCA_041963575.1	2	1	0	1	0	2
GCA_041963875.1	2	1	0	0	0	2
GCA_041963175.1	2	1	0	0	0	2
GCA_041962695.1	2	1	0	1	0	2
GCA_041965205.1	2	1	0	1	0	2
GCA_041964135.1	2	1	0	1	1	2
GCA_041963225.1	2	1	0	1	1	2
GCA_037883295.1	2	1	0	1	0	2
GCA_037882345.1	2	1	0	1	1	2
GCA_041958485.1	2	1	0	0	0	2
GCA_037885045.1	2	1	0	1	0	2
GCA_037884145.1	2	1	0	1	0	2
GCA_041958995.1	2	1	0	1	1	2
GCA_041960235.1	2	1	0	1	1	2
GCA_037884665.1	2	1	0	1	0	2
GCA_041959095.1	2	1	0	1	1	2
GCA_041959555.1	2	1	0	1	0	2
GCA_037884585.1	2	1	0	1	1	2
GCA_037882555.1	2	1	0	1	1	2
GCA_037884925.1	2	1	0	1	0	2
GCA_041959135.1	2	1	0	1	0	2
GCA_037886475.1	2	1	0	0	0	2
GCA_041958255.1	2	1	0	1	0	2
GCA_041959035.1	2	1	0	0	0	2
GCA_037885535.1	2	1	0	1	0	2
GCA_037883215.1	2	1	0	1	0	2
GCA_037883115.1	2	1	0	1	0	2
GCA_041958895.1	2	1	0	1	1	2
GCA_037886495.1	2	1	0	0	0	2
GCA_037883095.1	2	1	1	0	0	2
GCA_037883595.1	2	1	0	1	0	2
GCA_037883915.1	2	1	0	1	1	2
GCA_037883625.1	2	1	0	1	0	2
GCA_037886175.1	2	1	0	0	0	2
GCA_041957575.1	2	1	0	1	0	2
GCA_041959495.1	2	1	0	1	1	2
GCA_037886895.1	2	1	0	0	0	2
GCA_041957655.1	2	1	0	1	0	2
GCA_037885835.1	2	1	0	1	0	2
GCA_037886815.1	2	1	0	0	0	2
GCA_041958035.1	2	1	0	1	1	2
GCA_037884285.1	2	1	0	1	1	2
GCA_037886015.1	2	1	0	0	0	2
GCA_037886315.1	2	1	1	0	0	2
GCA_037886435.1	2	1	0	0	0	2
GCA_037885915.1	2	1	0	0	0	2
GCA_037882405.1	2	1	0	1	1	2
GCA_041958715.1	2	1	0	1	1	2
GCA_041958535.1	2	1	0	1	1	2
GCA_037883575.1	2	1	0	0	0	2
GCA_037885995.1	2	1	0	1	0	2
GCA_037885975.1	2	1	0	1	0	2
GCA_041957865.1	2	1	0	0	0	2
GCA_037886415.1	2	1	0	0	0	2
GCA_041958595.1	2	1	0	0	0	2
GCA_037884525.1	2	1	0	1	0	2
GCA_037883375.1	2	1	0	1	1	2
GCA_041958375.1	2	1	1	1	1	2
GCA_041959995.1	2	1	0	0	0	2
GCA_037884645.1	2	1	0	1	1	2
GCA_041958695.1	2	1	0	1	1	2
GCA_041958625.1	2	1	0	1	0	2
GCA_037882465.1	2	1	0	1	0	2
GCA_037886395.1	2	1	0	0	0	2
GCA_037884485.1	2	1	0	0	1	2
GCA_041959235.1	2	1	0	1	0	2
GCA_037886215.1	2	1	0	0	0	2
GCA_041959335.1	2	1	0	1	0	2
GCA_041960375.1	2	1	0	1	1	2
GCA_037885145.1	2	1	0	0	0	2
GCA_041958155.1	2	1	0	0	0	2
GCA_037885285.1	2	1	0	0	0	2
GCA_037884185.1	2	1	0	1	0	2
GCA_041959755.1	2	1	0	1	1	2
GCA_037886335.1	2	1	0	0	0	2
GCA_037881585.1	2	1	0	0	0	2
GCA_037881385.1	2	1	0	1	1	2
GCA_037881945.1	2	1	0	1	0	2
GCA_037881785.1	2	1	0	1	1	2
GCA_037881865.1	2	1	0	1	0	2
GCA_037881455.1	2	1	0	1	0	2
GCA_037881925.1	2	1	0	1	1	2
GCA_037881725.1	2	1	0	1	0	2
GCA_037882145.1	2	1	0	1	1	2
GCA_037882085.1	2	1	0	1	0	2
GCA_037882205.1	2	1	0	0	0	2
GCA_037881445.1	2	1	0	1	1	2
GCA_037881545.1	2	1	0	1	0	2
GCA_037882225.1	2	1	0	0	0	2
GCA_037881405.1	2	1	0	1	0	2
GCA_037878055.1	2	1	0	1	0	2
GCA_037875525.1	2	1	1	0	0	2
GCA_037888305.1	2	1	0	1	0	2
GCA_009650075.1	2	1	1	1	1	2
GCA_037879365.1	2	1	0	0	0	2
GCA_037876405.1	2	1	0	1	0	2
GCA_037879795.1	2	1	1	0	0	2
GCA_037877555.1	2	1	0	0	0	2
GCA_037877655.1	2	1	0	1	1	2
GCA_037879325.1	2	1	0	1	0	2
GCA_037877015.1	2	1	0	0	0	2
GCA_037876625.1	2	1	0	0	0	2
GCA_037877095.1	2	1	0	1	1	2
GCA_037877775.1	2	1	0	1	0	2
GCA_037880155.1	2	1	0	0	0	2
GCA_037876855.1	2	1	0	1	0	2
GCA_037877075.1	2	1	1	0	0	2
GCA_037878905.1	2	1	0	1	0	2
GCA_037878365.1	2	1	0	0	0	2
GCA_037881255.1	2	1	0	1	0	2
GCA_037878245.1	2	1	0	1	0	2
GCA_037876605.1	2	1	0	0	0	2
GCA_037876465.1	2	1	0	1	0	2
GCA_037875605.1	2	1	0	1	1	2
GCA_037878195.1	2	1	0	1	0	2
GCA_037879955.1	2	1	0	1	0	2
GCA_037876685.1	2	1	0	1	0	2
GCA_037875805.1	2	1	0	1	0	2
GCA_037880455.1	2	1	0	1	0	2
GCA_037878725.1	2	1	0	0	0	2
GCA_037877295.1	2	1	0	1	0	2
GCA_037879185.1	2	1	0	0	0	2
GCA_037881365.1	2	1	0	1	0	2
GCA_037879525.1	2	1	0	1	1	2
GCA_037876145.1	2	1	0	1	0	2
GCA_037879485.1	2	1	0	1	1	2
GCA_037875845.1	2	1	0	1	0	2
GCA_037875825.1	2	1	0	1	1	2
GCA_037880215.1	2	1	0	1	1	2
GCA_037875305.1	2	1	0	0	0	2
GCA_037879775.1	2	1	1	0	0	2
GCA_037875785.1	2	1	0	1	0	2
GCA_037879405.1	2	1	0	1	0	2
GCA_037879165.1	2	1	0	0	0	2
GCA_037880035.1	2	1	0	1	0	2
GCA_037879465.1	2	1	1	0	0	2
GCA_037876835.1	2	1	0	1	0	2
GCA_037875285.1	2	1	0	1	1	2
GCA_037879735.1	2	1	0	1	0	2
GCA_037880135.1	2	1	0	0	0	2
GCA_037879145.1	2	1	0	0	0	2
GCA_037880095.1	2	1	0	1	0	2
GCA_037875425.1	2	1	0	1	0	2
GCA_037877855.1	2	1	0	1	0	2
GCA_037881325.1	2	1	0	0	0	2
GCA_037879205.1	2	1	0	1	0	2
GCA_037875745.1	2	1	0	1	0	2
GCA_037877975.1	2	1	0	0	0	2
GCA_037877995.1	2	1	0	1	0	2
GCA_037876705.1	2	1	0	1	0	2
GCA_037878885.1	2	1	0	1	0	2
GCA_037879915.1	2	1	0	0	0	2
GCA_037876425.1	2	1	0	1	0	2
GCA_037878465.1	2	1	0	1	0	2
GCA_037880495.1	2	1	0	0	0	2
GCA_037879345.1	2	1	0	1	0	2
GCA_037880555.1	2	1	0	1	0	2
GCA_037876565.1	2	1	0	0	0	2
GCA_037877715.1	2	1	0	0	0	2
GCA_037880415.1	2	1	0	0	0	2
GCA_037876525.1	2	1	0	1	0	2
GCA_037875565.1	2	1	0	0	0	2
GCA_037875705.1	2	1	0	0	0	2
GCA_037879855.1	2	1	0	1	1	2
GCA_037881195.1	2	1	0	1	0	2
GCA_037878965.1	2	1	0	0	0	2
GCA_037877515.1	2	1	0	1	0	2
GCA_037878665.1	2	1	0	1	0	2
GCA_037877935.1	2	1	0	1	1	2
GCA_037875645.1	2	1	1	0	0	2
GCA_037880335.1	2	1	0	1	0	2
GCA_037879285.1	2	1	0	1	0	2
GCA_037875435.1	2	1	0	1	1	2
GCA_037875245.1	2	1	0	1	0	2
GCA_037877695.1	2	1	0	0	0	2
GCA_037877215.1	2	1	0	0	0	2
GCA_037878765.1	2	1	0	1	0	2
GCA_037877895.1	2	1	0	1	0	2
GCA_037877535.1	2	1	0	1	0	2
GCA_037879245.1	2	1	0	1	0	2
GCA_037876125.1	2	1	0	0	0	2
GCA_037877195.1	2	1	0	0	0	2
GCA_037874735.1	2	1	0	0	0	2
GCA_037870555.1	2	1	0	0	0	2
GCA_037874355.1	2	1	0	1	0	2
GCA_037872525.1	2	1	0	1	0	2
GCA_037869985.1	2	1	0	1	0	2
GCA_037869745.1	2	1	0	0	0	2
GCA_037872025.1	2	1	0	0	0	2
GCA_037875115.1	2	1	0	1	0	2
GCA_037868745.1	2	1	1	1	0	2
GCA_037871395.1	2	1	0	1	0	2
GCA_037870835.1	2	1	0	1	0	2
GCA_037875155.1	2	1	0	1	0	2
GCA_037871655.1	2	1	0	1	0	2
GCA_037868115.1	2	1	0	0	0	2
GCA_037873855.1	2	1	0	1	0	2
GCA_037870975.1	2	1	0	1	0	2
GCA_037868035.1	2	1	0	1	0	2
GCA_037875095.1	2	1	0	1	0	2
GCA_037872005.1	2	1	1	0	0	2
GCA_037870875.1	2	1	0	0	0	2
GCA_037871375.1	2	1	0	0	0	2
GCA_037873065.1	2	1	0	1	0	2
GCA_037868335.1	2	1	0	1	1	2
GCA_037869025.1	2	1	0	1	1	2
GCA_037868555.1	2	1	0	0	0	2
GCA_037873005.1	2	1	0	1	0	2
GCA_037870045.1	2	1	1	0	0	2
GCA_037870575.1	2	1	0	0	0	2
GCA_037869785.1	2	1	0	1	0	2
GCA_037871635.1	2	1	0	0	0	2
GCA_037873535.1	2	1	0	1	0	2
GCA_037870085.1	2	1	0	0	0	2
GCA_037870145.1	2	1	0	1	0	2
GCA_037871575.1	2	1	0	1	0	2
GCA_037872065.1	2	1	0	0	0	2
GCA_037871195.1	2	1	0	0	0	2
GCA_037867795.1	2	1	0	1	0	2
GCA_037874195.1	2	1	0	0	0	2
GCA_037872285.1	2	1	0	1	0	2
GCA_037871295.1	2	1	0	0	0	2
GCA_037870275.1	2	1	0	0	0	2
GCA_037874635.1	2	1	0	1	0	2
GCA_037872725.1	2	1	0	1	0	2
GCA_037874115.1	2	1	0	0	0	2
GCA_037873225.1	2	1	0	1	0	2
GCA_037871255.1	2	1	0	0	0	2
GCA_037868855.1	2	1	0	1	0	2
GCA_037867745.1	2	1	0	1	0	2
GCA_037873125.1	2	1	0	0	0	2
GCA_037874475.1	2	1	0	1	0	2
GCA_037872265.1	2	1	0	1	1	2
GCA_037868175.1	2	1	0	1	1	2
GCA_037871855.1	2	1	0	1	0	2
GCA_037868395.1	2	1	0	1	0	2
GCA_037871615.1	2	1	0	1	0	2
GCA_037868945.1	2	1	0	0	0	2
GCA_037873955.1	2	1	0	1	0	2
GCA_037869705.1	2	1	0	0	0	2
GCA_037870855.1	2	1	0	1	0	2
GCA_037872765.1	2	1	0	0	0	2
GCA_037875075.1	2	1	0	1	0	2
GCA_037874175.1	2	1	1	0	0	2
GCA_037873775.1	2	1	0	1	0	2
GCA_037873305.1	2	1	0	1	0	2
GCA_037874995.1	2	1	0	1	0	2
GCA_037867955.1	2	1	0	0	0	2
GCA_037871535.1	2	1	0	1	0	2
GCA_037874555.1	2	1	0	1	0	2
GCA_037869325.1	2	1	0	1	0	2
GCA_037867815.1	2	1	1	1	0	2
GCA_037870195.1	2	1	0	1	0	2
GCA_037869545.1	2	1	0	0	0	2
GCA_037869245.1	2	1	1	0	0	2
GCA_037872145.1	2	1	0	1	0	2
GCA_037872925.1	2	1	0	1	0	2
GCA_037871355.1	2	1	0	1	0	2
GCA_037870515.1	2	1	1	0	0	2
GCA_037874715.1	2	1	0	0	0	2
GCA_037873575.1	2	1	0	1	1	2
GCA_037873815.1	2	1	0	1	0	2
GCA_037867915.1	2	1	0	1	1	2
GCA_037871555.1	2	1	0	1	1	2
GCA_037871475.1	2	1	1	0	0	2
GCA_037870755.1	2	1	0	1	0	2
GCA_037869445.1	2	1	0	1	0	2
GCA_037873555.1	2	1	0	1	1	2
GCA_037872425.1	2	1	0	1	0	2
GCA_037873675.1	2	1	0	0	0	2
GCA_037873975.1	2	1	0	1	0	2
GCA_037873105.1	2	1	0	1	0	2
GCA_037872645.1	2	1	0	0	0	2
GCA_037873325.1	2	1	0	1	1	2
GCA_037870915.1	2	1	0	1	0	2
GCA_037872685.1	2	1	0	0	0	2
GCA_037874335.1	2	1	0	1	0	2
GCA_037873915.1	2	1	0	1	0	2
GCA_037868215.1	2	1	0	0	0	2
GCA_037868965.1	2	1	0	1	0	2
GCA_037869905.1	2	1	1	0	0	2
GCA_037868015.1	2	1	0	1	0	2
GCA_037871015.1	2	1	0	1	0	2
GCA_037868355.1	2	1	0	1	0	2
GCA_037869885.1	2	1	0	1	0	2
GCA_037872795.1	2	1	0	1	0	2
GCA_037871595.1	2	1	0	0	0	2
GCA_037868905.1	2	1	0	0	0	2
GCA_037872745.1	2	1	0	0	0	2
GCA_037887665.1	2	1	0	1	1	2
GCA_037872965.1	2	1	0	0	0	2
GCA_037869085.1	2	1	0	0	0	2
GCA_037873615.1	2	1	0	0	0	2
GCA_037871415.1	2	1	0	1	0	2
GCA_037868535.1	2	1	0	0	0	2
GCA_037873795.1	2	1	0	1	0	2
GCA_037870615.1	2	1	0	1	0	2
GCA_037870295.1	2	1	0	1	0	2
GCA_037871895.1	2	1	0	0	0	2
GCA_042048675.1	2	1	0	1	1	2
GCA_042046115.1	2	1	0	1	1	2
GCA_042044415.1	2	1	0	1	1	2
GCA_042048585.1	2	1	0	1	1	2
GCA_042045915.1	2	1	0	1	1	2
GCA_042047475.1	2	1	0	1	1	2
GCA_042048615.1	2	1	0	1	1	2
GCA_042047195.1	2	1	0	1	1	2
GCA_042047245.1	2	1	0	1	1	2
GCA_042045615.1	2	1	0	1	1	2
GCA_042046635.1	2	1	0	1	1	2
GCA_042047975.1	2	1	0	1	1	2
GCA_042044555.1	2	1	0	1	1	2
GCA_042047155.1	2	1	0	1	1	2
GCA_042046575.1	2	1	0	1	1	2
GCA_042046075.1	2	1	0	1	1	2
GCA_042045235.1	2	1	0	1	1	2
GCA_042045595.1	2	1	0	1	1	2
GCA_042045895.1	2	1	0	1	1	2
GCA_042044695.1	2	1	0	1	1	2
GCA_042045855.1	2	1	0	1	1	2
GCA_042045255.1	2	1	0	1	1	2
GCA_042046655.1	2	1	0	1	1	2
GCA_045257615.1	2	1	2	1	1	2
GCA_041945045.1	2	1	2	0	2	2
GCA_041945005.1	2	1	2	0	2	2
GCA_041945015.1	2	1	2	0	2	2
GCA_041944975.1	2	1	2	0	2	2
GCA_041944965.1	2	1	2	0	2	2
GCA_041944925.1	2	1	2	0	2	2
GCA_041944905.1	2	1	2	0	2	2
GCA_041944915.1	2	1	2	0	2	2
GCA_041944885.1	2	1	2	1	2	2
GCA_041944845.1	2	1	2	1	2	2
GCA_041944785.1	2	1	2	1	2	2
GCA_041944865.1	2	1	2	1	2	2
GCA_041944775.1	2	1	2	1	2	2
GCA_041944815.1	2	1	2	1	2	2
GCA_041944755.1	2	1	2	1	2	2
GCA_041944735.1	2	1	2	1	2	2
GCA_041944695.1	2	1	2	1	2	2
GCA_041944705.1	2	1	2	1	2	2
GCA_041944655.1	2	1	2	0	2	2
GCA_041944675.1	2	1	2	0	2	2
GCA_041944625.1	2	1	2	0	2	2
GCA_041944595.1	2	1	2	0	2	2
GCA_041944615.1	2	1	2	0	2	2
GCA_041944575.1	2	1	2	1	2	2
GCA_041944535.1	2	1	2	1	2	2
