	amikacin	ceftazidime	ciprofloxacin	gentamicin	imipenem	meropenem	tetracycline	tobramycin	ceftriaxone	cefepime	levofloxacin	minocycline	ampicillin_sulbactam	doripenem	trimethoprim_sulfamethoxazole	piperacillin_tazobactam
GCA_000589535.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589555.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589575.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589595.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589615.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589635.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589355.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589375.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589395.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589415.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589435.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589455.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589075.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589275.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589295.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589315.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589835.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000588935.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589715.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589735.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000588915.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000588895.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589775.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589795.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589815.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589755.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589655.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589675.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589695.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592075.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000591995.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592015.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592415.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592355.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592235.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592315.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592395.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592375.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592095.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592115.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592135.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592155.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592175.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592195.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592215.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592035.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592055.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591695.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000591575.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591795.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591655.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591675.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591635.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591595.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592755.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591615.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592515.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592535.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592555.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592575.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592595.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592615.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000591835.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591735.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591855.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591875.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591815.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591715.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592655.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592675.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592695.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592715.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592735.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592435.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592455.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592475.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592495.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591955.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591935.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591895.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591915.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600755.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000600775.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000600735.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000600795.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000600815.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000600835.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000600855.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000600875.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000600895.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000600415.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000600395.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000600455.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000600375.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600915.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600935.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600435.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600475.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600495.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600515.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600535.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600555.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600575.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600595.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600615.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600635.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600655.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600675.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600695.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000600715.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000611065.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000611105.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000611085.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000611045.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000611545.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000611205.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000611225.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000611365.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000611185.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000611465.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000611425.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000611385.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000611265.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000627615.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000627495.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000627515.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000671495.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000627535.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000671535.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000627555.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000627575.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000671555.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000627595.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000627355.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000671515.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000671575.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682275.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000671595.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000671615.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000671635.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000681755.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000671475.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000671415.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000681775.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000681795.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000611165.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000682175.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000627395.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000627335.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000671655.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000627675.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000627695.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000627715.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000681615.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000627635.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000627655.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000627735.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000671675.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000627755.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000611485.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000611285.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000627775.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000611305.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000611505.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000671435.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682115.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000671455.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000682655.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000682535.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000682555.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000682575.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000681675.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000682015.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682035.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682055.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682075.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000681715.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000188215.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000189695.2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000189675.2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000584015.2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000177695.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000177735.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000419405.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000419425.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000187205.4	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000226275.2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000189735.2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000184475.2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000184495.2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580375.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000581675.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000581315.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000580775.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000580795.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000581055.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000580815.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000580515.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000581075.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000580875.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000580595.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000581135.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000580915.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000580615.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000581155.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000580655.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000580975.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000580695.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000580995.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000580715.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000581255.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000581295.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000581735.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000582115.1	2	2	2	2	0	1	2	2	2	2	2	2	2	1	2	2
GCA_000581755.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000581775.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000582155.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000582175.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000581995.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000581855.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000581875.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000581895.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000581915.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000582965.2	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000581955.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000581975.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000582355.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000584695.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000584515.2	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000584455.1	2	2	2	2	0	1	2	2	2	2	2	2	2	0	2	2
GCA_000584415.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000584355.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000584335.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000584315.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000584175.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000584095.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000588675.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588655.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588135.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588755.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588575.2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000587875.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588195.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588055.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588035.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588275.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588315.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588475.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588375.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000682435.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000682475.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000681555.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000682335.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000681575.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000682415.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_016536895.2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	2
GCA_016536845.2	2	2	2	2	0	0	0	2	2	2	2	2	2	0	2	2
GCA_016536395.2	2	2	2	2	0	2	1	2	2	2	2	2	2	2	2	2
GCA_016536235.2	2	2	2	2	0	2	2	1	2	2	2	2	2	0	2	2
GCA_016536025.2	2	2	2	2	0	2	1	1	2	2	2	2	2	0	2	2
GCA_016535945.2	2	2	2	2	0	2	1	2	2	2	2	2	2	0	2	2
GCA_016537535.2	2	2	2	2	0	0	1	2	2	2	2	2	2	2	2	2
GCA_000581435.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_000583375.1	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
GCA_016537895.2	2	2	2	2	0	0	0	1	2	2	2	2	0	2	1	2
GCA_016536325.2	2	2	2	2	0	2	1	2	2	2	2	2	2	0	2	2
GCA_000588715.2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588095.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000587995.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000582235.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000584575.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000584615.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000681815.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588595.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000580855.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588015.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000582925.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000581095.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000581115.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588255.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000681535.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000580635.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000580955.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000581835.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000584815.2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000582255.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000682515.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000582075.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000582315.2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000584795.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000580675.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588415.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000581195.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000582095.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000583395.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000581215.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000581715.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000584255.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000584215.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000682355.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588535.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000582055.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000682615.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000581275.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588515.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000581035.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588395.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000588335.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000582195.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000582135.1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
GCA_000692095.1	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2
GCA_016541465.2	2	2	2	2	2	1	1	2	2	2	2	2	0	2	0	2
GCA_016540145.2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2
GCA_016536985.2	2	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2
GCA_016535445.2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2
GCA_016541585.2	2	2	2	2	2	1	1	0	2	2	2	2	0	2	1	2
GCA_016541205.2	2	2	2	2	2	1	1	1	2	2	2	2	0	2	1	2
GCA_016541005.2	2	2	2	2	2	1	1	1	2	2	2	2	1	2	1	2
GCA_016540845.2	2	2	2	2	2	1	1	2	2	2	1	2	1	2	1	2
GCA_016540255.2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2
GCA_016540055.2	2	2	2	2	2	1	1	1	2	2	2	2	1	2	1	2
GCA_016538975.2	2	2	2	2	2	1	1	2	2	2	2	2	0	2	1	2
GCA_016538885.2	2	2	2	2	2	1	1	2	2	2	2	2	0	2	1	2
GCA_016538265.2	2	2	2	2	2	1	1	1	2	2	2	2	0	2	1	2
GCA_016535825.2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	1	2
GCA_016535805.2	2	2	2	2	2	1	0	2	2	2	2	2	1	2	1	2
GCA_016535645.2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	1	2
GCA_016538425.2	2	2	2	2	2	0	2	2	2	2	2	2	2	0	2	2
GCA_047227755.2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2
GCA_001441645.1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2
